CD_MEDICAMENT;NOM_MEDICAMENT;CONDIT_MEDICAMENT;CATG_MEDICAMENT;MARQUE_FABRI
1859;Medicament1859;Cond13;CategoryMed24;MarqueMed9
1860;Medicament1860;Cond6;CategoryMed5;MarqueMed4
1861;Medicament1861;Cond7;CategoryMed5;MarqueMed8
1862;Medicament1862;Cond1;CategoryMed11;MarqueMed10
1863;Medicament1863;Cond13;CategoryMed8;MarqueMed9
1864;Medicament1864;Cond13;CategoryMed27;MarqueMed9
1865;Medicament1865;Cond11;CategoryMed26;MarqueMed8
1866;Medicament1866;Cond4;CategoryMed10;MarqueMed23
1867;Medicament1867;Cond2;CategoryMed14;MarqueMed19
1868;Medicament1868;Cond10;CategoryMed19;MarqueMed17
1869;Medicament1869;Cond3;CategoryMed18;MarqueMed4
1870;Medicament1870;Cond2;CategoryMed43;MarqueMed12
1871;Medicament1871;Cond8;CategoryMed13;MarqueMed9
1872;Medicament1872;Cond13;CategoryMed29;MarqueMed9
1873;Medicament1873;Cond8;CategoryMed23;MarqueMed5
1874;Medicament1874;Cond3;CategoryMed44;MarqueMed8
1875;Medicament1875;Cond9;CategoryMed43;MarqueMed8
1876;Medicament1876;Cond7;CategoryMed18;MarqueMed18
1877;Medicament1877;Cond6;CategoryMed1;MarqueMed7
1878;Medicament1878;Cond7;CategoryMed50;MarqueMed3
1879;Medicament1879;Cond9;CategoryMed24;MarqueMed12
1880;Medicament1880;Cond7;CategoryMed12;MarqueMed13
1881;Medicament1881;Cond1;CategoryMed27;MarqueMed13
1882;Medicament1882;Cond10;CategoryMed17;MarqueMed14
1883;Medicament1883;Cond3;CategoryMed27;MarqueMed11
1884;Medicament1884;Cond13;CategoryMed28;MarqueMed9
1885;Medicament1885;Cond5;CategoryMed45;MarqueMed17
1886;Medicament1886;Cond11;CategoryMed38;MarqueMed6
1887;Medicament1887;Cond13;CategoryMed3;MarqueMed16
1888;Medicament1888;Cond5;CategoryMed47;MarqueMed11
1889;Medicament1889;Cond10;CategoryMed46;MarqueMed12
1890;Medicament1890;Cond10;CategoryMed29;MarqueMed23
1891;Medicament1891;Cond4;CategoryMed11;MarqueMed6
1892;Medicament1892;Cond13;CategoryMed27;MarqueMed18
1893;Medicament1893;Cond5;CategoryMed40;MarqueMed6
1894;Medicament1894;Cond11;CategoryMed22;MarqueMed12
1895;Medicament1895;Cond12;CategoryMed39;MarqueMed19
1896;Medicament1896;Cond10;CategoryMed25;MarqueMed16
1897;Medicament1897;Cond4;CategoryMed3;MarqueMed16
1898;Medicament1898;Cond12;CategoryMed46;MarqueMed9
1899;Medicament1899;Cond1;CategoryMed33;MarqueMed5
1900;Medicament1900;Cond6;CategoryMed28;MarqueMed10
1901;Medicament1901;Cond2;CategoryMed1;MarqueMed15
1902;Medicament1902;Cond11;CategoryMed10;MarqueMed3
1903;Medicament1903;Cond9;CategoryMed6;MarqueMed1
1904;Medicament1904;Cond1;CategoryMed7;MarqueMed17
1905;Medicament1905;Cond7;CategoryMed21;MarqueMed13
1906;Medicament1906;Cond10;CategoryMed37;MarqueMed13
1907;Medicament1907;Cond4;CategoryMed12;MarqueMed16
1908;Medicament1908;Cond4;CategoryMed17;MarqueMed16
1909;Medicament1909;Cond4;CategoryMed14;MarqueMed15
1910;Medicament1910;Cond11;CategoryMed42;MarqueMed9
1911;Medicament1911;Cond5;CategoryMed12;MarqueMed4
1912;Medicament1912;Cond1;CategoryMed36;MarqueMed12
1913;Medicament1913;Cond9;CategoryMed25;MarqueMed9
1914;Medicament1914;Cond4;CategoryMed19;MarqueMed21
1915;Medicament1915;Cond8;CategoryMed34;MarqueMed15
1916;Medicament1916;Cond3;CategoryMed12;MarqueMed17
1917;Medicament1917;Cond2;CategoryMed17;MarqueMed15
1918;Medicament1918;Cond9;CategoryMed35;MarqueMed20
1919;Medicament1919;Cond7;CategoryMed3;MarqueMed20
1920;Medicament1920;Cond5;CategoryMed2;MarqueMed16
1921;Medicament1921;Cond1;CategoryMed11;MarqueMed4
1922;Medicament1922;Cond12;CategoryMed3;MarqueMed14
1923;Medicament1923;Cond3;CategoryMed19;MarqueMed7
1924;Medicament1924;Cond4;CategoryMed4;MarqueMed10
1925;Medicament1925;Cond5;CategoryMed22;MarqueMed20
1926;Medicament1926;Cond4;CategoryMed22;MarqueMed2
1927;Medicament1927;Cond3;CategoryMed13;MarqueMed11
1928;Medicament1928;Cond5;CategoryMed12;MarqueMed7
1929;Medicament1929;Cond4;CategoryMed41;MarqueMed18
1930;Medicament1930;Cond8;CategoryMed15;MarqueMed16
1931;Medicament1931;Cond7;CategoryMed23;MarqueMed9
1932;Medicament1932;Cond9;CategoryMed39;MarqueMed19
1933;Medicament1933;Cond6;CategoryMed15;MarqueMed16
1934;Medicament1934;Cond1;CategoryMed49;MarqueMed11
1935;Medicament1935;Cond13;CategoryMed32;MarqueMed19
1936;Medicament1936;Cond11;CategoryMed1;MarqueMed3
1937;Medicament1937;Cond9;CategoryMed47;MarqueMed20
1938;Medicament1938;Cond11;CategoryMed22;MarqueMed18
1939;Medicament1939;Cond8;CategoryMed39;MarqueMed23
1940;Medicament1940;Cond2;CategoryMed5;MarqueMed12
1941;Medicament1941;Cond5;CategoryMed30;MarqueMed7
1942;Medicament1942;Cond6;CategoryMed24;MarqueMed9
1943;Medicament1943;Cond2;CategoryMed13;MarqueMed9
1944;Medicament1944;Cond13;CategoryMed25;MarqueMed1
1945;Medicament1945;Cond12;CategoryMed17;MarqueMed21
1946;Medicament1946;Cond13;CategoryMed46;MarqueMed8
1947;Medicament1947;Cond5;CategoryMed23;MarqueMed22
1948;Medicament1948;Cond8;CategoryMed37;MarqueMed5
1949;Medicament1949;Cond4;CategoryMed47;MarqueMed3
1950;Medicament1950;Cond9;CategoryMed32;MarqueMed21
1951;Medicament1951;Cond2;CategoryMed9;MarqueMed7
1952;Medicament1952;Cond8;CategoryMed42;MarqueMed5
1953;Medicament1953;Cond12;CategoryMed32;MarqueMed4
1954;Medicament1954;Cond6;CategoryMed1;MarqueMed17
1955;Medicament1955;Cond12;CategoryMed12;MarqueMed21
1956;Medicament1956;Cond13;CategoryMed1;MarqueMed22
1957;Medicament1957;Cond11;CategoryMed43;MarqueMed4
1958;Medicament1958;Cond4;CategoryMed34;MarqueMed23
1959;Medicament1959;Cond4;CategoryMed49;MarqueMed1
1960;Medicament1960;Cond4;CategoryMed3;MarqueMed5
1961;Medicament1961;Cond1;CategoryMed40;MarqueMed11
1962;Medicament1962;Cond1;CategoryMed35;MarqueMed21
1963;Medicament1963;Cond13;CategoryMed39;MarqueMed21
1964;Medicament1964;Cond11;CategoryMed45;MarqueMed4
1965;Medicament1965;Cond3;CategoryMed21;MarqueMed15
1966;Medicament1966;Cond5;CategoryMed16;MarqueMed11
1967;Medicament1967;Cond9;CategoryMed29;MarqueMed4
1968;Medicament1968;Cond1;CategoryMed26;MarqueMed19
1969;Medicament1969;Cond2;CategoryMed39;MarqueMed20
1970;Medicament1970;Cond10;CategoryMed12;MarqueMed2
1971;Medicament1971;Cond12;CategoryMed27;MarqueMed18
1972;Medicament1972;Cond4;CategoryMed9;MarqueMed21
1973;Medicament1973;Cond12;CategoryMed32;MarqueMed1
1974;Medicament1974;Cond13;CategoryMed1;MarqueMed6
1975;Medicament1975;Cond9;CategoryMed7;MarqueMed3
1976;Medicament1976;Cond5;CategoryMed22;MarqueMed14
1977;Medicament1977;Cond10;CategoryMed43;MarqueMed13
1978;Medicament1978;Cond5;CategoryMed22;MarqueMed15
1979;Medicament1979;Cond11;CategoryMed10;MarqueMed20
1980;Medicament1980;Cond4;CategoryMed12;MarqueMed15
1981;Medicament1981;Cond3;CategoryMed20;MarqueMed22
1982;Medicament1982;Cond13;CategoryMed33;MarqueMed19
1983;Medicament1983;Cond6;CategoryMed35;MarqueMed1
1984;Medicament1984;Cond2;CategoryMed12;MarqueMed17
1985;Medicament1985;Cond2;CategoryMed24;MarqueMed18
1986;Medicament1986;Cond10;CategoryMed18;MarqueMed11
1987;Medicament1987;Cond13;CategoryMed12;MarqueMed22
1988;Medicament1988;Cond8;CategoryMed49;MarqueMed7
1989;Medicament1989;Cond13;CategoryMed16;MarqueMed16
1990;Medicament1990;Cond8;CategoryMed48;MarqueMed1
1991;Medicament1991;Cond13;CategoryMed10;MarqueMed6
1992;Medicament1992;Cond13;CategoryMed11;MarqueMed8
1993;Medicament1993;Cond6;CategoryMed24;MarqueMed12
1994;Medicament1994;Cond9;CategoryMed16;MarqueMed10
1995;Medicament1995;Cond11;CategoryMed6;MarqueMed15
1996;Medicament1996;Cond9;CategoryMed2;MarqueMed15
1997;Medicament1997;Cond2;CategoryMed43;MarqueMed3
1998;Medicament1998;Cond13;CategoryMed4;MarqueMed8
1999;Medicament1999;Cond1;CategoryMed15;MarqueMed18
